company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country,date_added,industry_group,stage_group,year,quarter,month,month_name,year_month,day_of_week,macro_regime,region,laid_off_log,funding_log,severity_magnitude,severity_intensity,prev_event_date,days_since_prior_layoff,event_sequence_number,company_total_events,is_repeated_restructurer,wrri_intensity_comp,wrri_magnitude_comp,wrri_recurrence_comp,wrri_velocity_comp,wrri_score,wrri_category
Mark43,New York City,,2022-06-23,,Other,https://www.linkedin.com/news/story/police-tech-startup-cuts-staff-5904746/,Series E,229.0,United States,2022-06-23,Other / Diversified,Growth Stage (Series E+),2022,2,6,June,2022-06,Thursday,Phase 2: Tech Overhiring & Peak Valuation,North America,,5.438079308923196,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Marketforce,"Nairobi, Non-U.S.",54.0,2022-08-11,0.09,Retail,https://techcrunch.com/2022/08/11/kenyan-b2b-e-commerce-platform-marketforce-cut-about-9-of-staff-in-reorganization-strategy/,Series A,42.0,Kenya,2022-08-11,Consumer & Retail,Early Venture (Series A),2022,3,8,August,2022-08,Thursday,Phase 3: Rate Hikes & Tech Contraction,Africa,4.007333185232471,3.7612001156935624,Moderate (41 - 200),Targeted (< 10%),,,1,1,False,4.5,10.9,5.0,5.0,25.4,Lower Risk Exposure
Marketsource,Atlanta,57.0,2026-03-05,0.11,Sales,https://www.bizjournals.com/atlanta/news/2026/03/05/sales-accelerator-to-lay-off-dozens.html,Unknown,,United States,2026-06-09,Professional Services,Unspecified / Private,2026,1,3,March,2026-03,Thursday,Phase 4: AI Pivot & Structural Realignment,North America,4.060443010546419,,Moderate (41 - 200),Substantial (10% - 20%),,,1,1,False,5.5,11.0,5.0,5.0,26.5,Lower Risk Exposure
Markforged,Boston,,2023-11-14,,Manufacturing,https://www.bizjournals.com/boston/news/2023/11/14/markforged-layoffs-2023-macroeconomic-headwinds.html,Post-IPO,347.0,United States,2023-11-15,Hardware & Manufacturing,Public (Post-IPO),2023,4,11,November,2023-11,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,,5.8522024797744745,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Marqeta,SF Bay Area,,2023-05-09,0.15,Finance,https://www.fool.com/earnings/call-transcripts/2023/05/09/marqeta-mq-q1-2023-earnings-call-transcript/,Post-IPO,530.0,United States,2023-05-10,Fintech & Financial Services,Public (Post-IPO),2023,2,5,May,2023-05,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,,6.274762021241939,Unreported,Substantial (10% - 20%),,,1,1,False,7.5,12.2,5.0,5.0,29.7,Lower Risk Exposure
Marvell,SF Bay Area,320.0,2023-03-21,0.04,Hardware,https://www.bloomberg.com/news/articles/2023-03-21/marvell-to-cut-4-of-workforce-in-response-to-chip-slowdown?leadSource=uverify%20wall,Post-IPO,,United States,2023-03-21,Hardware & Manufacturing,Public (Post-IPO),2023,1,3,March,2023-03,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,5.771441123130016,,High (201 - 500),Targeted (< 10%),,,1,1,False,2.0,15.7,5.0,5.0,27.7,Lower Risk Exposure
Masse,New York City,,2020-05-15,1.0,Retail,https://shopmasse.com/home/index.html,Seed,3.0,United States,2020-05-20,Consumer & Retail,Early Stage (Seed),2020,2,5,May,2020-05,Friday,Phase 1: COVID Shock & Virtualization,North America,,1.3862943611198906,Unreported,Existential / Drastic (> 40%),,,1,1,False,25.0,12.2,5.0,5.0,47.2,Moderate Risk Exposure
MasterClass,SF Bay Area,120.0,2022-06-22,0.2,Education,https://techcrunch.com/2022/06/22/masterclass-cuts-20-of-600-person-staff-to-get-to-self-sustainability-faster/,Series E,461.0,United States,2022-06-23,EdTech & Learning,Growth Stage (Series E+),2022,2,6,June,2022-06,Wednesday,Phase 2: Tech Overhiring & Peak Valuation,North America,4.795790545596741,6.135564891081739,Moderate (41 - 200),Substantial (10% - 20%),,,1,2,True,10.0,13.0,15.0,5.0,43.0,Moderate Risk Exposure
MasterClass,SF Bay Area,79.0,2023-03-02,,Education,https://www.bizjournals.com/sanfrancisco/news/2023/03/02/masterclass-yanka-layoffs-education-tech-celebs.html,Series E,461.0,United States,2023-03-04,EdTech & Learning,Growth Stage (Series E+),2023,1,3,March,2023-03,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,4.382026634673881,6.135564891081739,Moderate (41 - 200),Unreported,2022-06-22,253.0,2,2,True,8.5,11.9,15.0,12.0,47.4,Moderate Risk Exposure
Match Group,New York City,,2023-02-01,0.08,Consumer,https://www.bloomberg.com/news/articles/2023-02-01/match-will-reduce-global-workforce-by-8-as-sales-miss-estimates?leadSource=uverify%20wall,Post-IPO,,United States,2023-02-02,Consumer & Retail,Public (Post-IPO),2023,1,2,February,2023-02,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,,,Unreported,Targeted (< 10%),,,1,3,True,4.0,12.2,25.0,5.0,46.2,Moderate Risk Exposure
Match Group,New York City,,2024-07-31,0.06,Consumer,https://techcrunch.com/2024/07/31/match-group-ends-live-streaming-service-layoffs/,Post-IPO,,United States,2024-08-01,Consumer & Retail,Public (Post-IPO),2024,3,7,July,2024-07,Wednesday,Phase 4: AI Pivot & Structural Realignment,North America,,,Unreported,Targeted (< 10%),2023-02-01,546.0,2,3,True,3.0,12.2,25.0,7.0,47.2,Moderate Risk Exposure
Match Group,New York City,325.0,2025-05-08,0.13,Consumer,https://www.bloomberg.com/news/articles/2025-05-08/match-group-cuts-13-staff-in-latest-move-to-reverse-declines,Post-IPO,,United States,2025-05-09,Consumer & Retail,Public (Post-IPO),2025,2,5,May,2025-05,Thursday,Phase 4: AI Pivot & Structural Realignment,North America,5.786897381366708,,High (201 - 500),Substantial (10% - 20%),2024-07-31,281.0,3,3,True,6.5,15.7,25.0,12.0,59.2,Elevated Risk Exposure
Matrixport,"Singapore, Non-U.S.",29.0,2023-01-27,0.1,Crypto,https://www.coindesk.com/business/2023/01/27/jihan-wus-matrixport-cuts-10-of-staff/,Series C,100.0,Singapore,2023-01-27,Fintech & Financial Services,Late Stage (Series C-D),2023,1,1,January,2023-01,Friday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,3.4011973816621555,4.61512051684126,Low (<= 40),Substantial (10% - 20%),,,1,1,False,5.0,9.2,5.0,5.0,24.2,Lower Risk Exposure
Matter Labs,"Berlin, Non-U.S.",,2024-09-03,0.16,Crypto,https://cointelegraph.com/news/matter-labs-ceo-announces-company-restructuring-layoffs,Unknown,380.0,Germany,2024-09-06,Fintech & Financial Services,Unspecified / Private,2024,3,9,September,2024-09,Tuesday,Phase 4: AI Pivot & Structural Realignment,Europe,,5.942799375126701,Unreported,Substantial (10% - 20%),,,1,2,True,8.0,12.2,15.0,5.0,40.2,Moderate Risk Exposure
Matter Labs,"Berlin, Non-U.S.",,2026-06-16,,Crypto,https://x.com/gluk64/status/2066964567884747146,Unknown,308.0,Germany,2026-06-19,Fintech & Financial Services,Unspecified / Private,2026,2,6,June,2026-06,Tuesday,Phase 4: AI Pivot & Structural Realignment,Europe,,5.733341276897746,Unreported,Unreported,2024-09-03,651.0,2,2,True,8.5,12.2,15.0,7.0,42.7,Moderate Risk Exposure
Matterport,SF Bay Area,90.0,2020-04-09,0.34,Data,https://layoffs.fyi/2020/04/24/matterport-laid-off-90-employees/,Series D,114.0,United States,2020-04-14,Enterprise & Infrastructure,Late Stage (Series C-D),2020,2,4,April,2020-04,Thursday,Phase 1: COVID Shock & Virtualization,North America,4.51085950651685,4.74493212836325,Moderate (41 - 200),Severe (20% - 40%),,,1,2,True,17.0,12.2,15.0,5.0,49.2,Moderate Risk Exposure
Matterport,SF Bay Area,170.0,2023-07-11,0.3,Data,https://investors.matterport.com/static-files/9d9ec717-3e67-410b-92cb-8cb27218fbe4,Post-IPO,409.0,United States,2023-07-11,Enterprise & Infrastructure,Public (Post-IPO),2023,3,7,July,2023-07,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,5.14166355650266,6.016157159698354,Moderate (41 - 200),Severe (20% - 40%),2020-04-09,1188.0,2,2,True,15.0,14.0,15.0,7.0,51.0,Moderate Risk Exposure
Maven,Seattle,31.0,2020-03-30,0.09,Media,https://www.businesswire.com/news/home/20200330005734/en/Maven-Announces-Broad-Cost-Containment-Initiative-Including-9,Post-IPO,77.0,United States,2020-04-08,Marketing & Media,Public (Post-IPO),2020,1,3,March,2020-03,Monday,Phase 1: COVID Shock & Virtualization,North America,3.4657359027997265,4.356708826689592,Low (<= 40),Targeted (< 10%),,,1,1,False,4.5,9.4,5.0,5.0,23.9,Lower Risk Exposure
Maven Clinic,New York City,60.0,2024-11-01,0.1,Healthcare,https://endpts.com/maven-clinic-cuts-10-of-workforce-weeks-after-raising-125m/,Series F,417.0,United States,2024-11-02,Healthcare & BioTech,Growth Stage (Series E+),2024,4,11,November,2024-11,Friday,Phase 4: AI Pivot & Structural Realignment,North America,4.110873864173311,6.035481432524756,Moderate (41 - 200),Substantial (10% - 20%),,,1,1,False,5.0,11.2,5.0,5.0,26.2,Lower Risk Exposure
Mavenir,Dallas,,2023-01-18,,Infrastructure,https://www.fiercewireless.com/wireless/mavenir-executes-some-layoffs-related-rcs-disappointment,Acquired,854.0,United States,2023-01-21,Enterprise & Infrastructure,Acquired / Subsidiary,2023,1,1,January,2023-01,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,,6.75110146893676,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
MaxMilhas,"Belo Horizonte, Non-U.S.",167.0,2020-04-03,0.42,Travel,https://revistapegn.globo.com/Startups/noticia/2020/04/por-novo-coronavirus-startups-gympass-e-maxmilhas-cortam-equipes.html,Unknown,,Brazil,2020-04-06,Travel & Transportation,Unspecified / Private,2020,2,4,April,2020-04,Friday,Phase 1: COVID Shock & Virtualization,Latin America,5.123963979403259,,Moderate (41 - 200),Existential / Drastic (> 40%),,,1,2,True,21.0,13.9,15.0,5.0,54.9,Moderate Risk Exposure
MaxMilhas,"Belo Horizonte, Non-U.S.",82.0,2023-09-05,0.18,Travel,https://g1.globo.com/mg/minas-gerais/noticia/2023/09/05/maxmilhas-do-grupo-da-123-milhas-anuncia-corte-de-18percent-dos-funcionarios.ghtml,Unknown,,Brazil,2023-09-06,Travel & Transportation,Unspecified / Private,2023,3,9,September,2023-09,Tuesday,Phase 3: Rate Hikes & Tech Contraction,Latin America,4.418840607796598,,Moderate (41 - 200),Substantial (10% - 20%),2020-04-03,1250.0,2,2,True,9.0,12.0,15.0,7.0,43.0,Moderate Risk Exposure
May Mobility,Ann Arbor,,2024-02-15,0.13,Transportation,https://www.detroitnews.com/story/business/autos/2024/02/15/michigan-based-av-startup-may-mobility-reduces-workforce-by-13/72618523007/,Series D,303.0,United States,2024-02-15,Travel & Transportation,Late Stage (Series C-D),2024,1,2,February,2024-02,Thursday,Phase 4: AI Pivot & Structural Realignment,North America,,5.717027701406222,Unreported,Substantial (10% - 20%),,,1,1,False,6.5,12.2,5.0,5.0,28.7,Lower Risk Exposure
